사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-11,경원선,1907,가능,434,13,"8,694","1,844","14,068","4,908","26,351","4,869","27,086","18,629","17,894","9,190","13,555","7,635","12,315","6,475","12,546","7,389","11,409","9,202","10,076","8,939","9,443","9,532","10,074","12,661","13,076","16,979","10,977","23,313","6,966","21,050","5,109","12,985","4,535","10,569","3,312","10,084","1,687","7,639",128,"2,032",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1908,녹양,260,1,"5,393",725,"10,343","2,735","21,376","4,316","20,677","9,946","13,177","5,100","10,414","4,266","8,805","4,025","8,564","5,382","8,313","6,509","6,848","6,557","6,702","7,259","6,615","9,028","9,053","12,139","9,524","16,844","4,738","15,441","3,650","11,401","2,835","8,560","1,991","9,443",963,"6,644",81,"2,032",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1909,양주,"1,682",12,"6,405","1,460","14,766","6,108","37,365","12,214","34,513","13,803","24,686","9,170","19,751","8,430","16,190","7,773","15,407","10,186","14,793","10,039","11,934","11,677","12,567","13,237","13,187","15,091","16,304","21,685","17,986","27,294","9,108","25,945","4,920","18,106","4,081","14,981","2,513","15,109",948,"9,524",32,"3,747",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1910,덕계,0,0,"2,288",395,"6,176","1,776","12,903","2,604","12,637","4,401","6,085","2,825","5,259","2,085","4,003","1,630","4,433","2,874","4,065","2,117","3,182","3,051","3,248","3,839","3,865","5,377","4,180","4,853","3,846","7,407","1,816","7,138","1,087","5,260",734,"4,091",610,"3,646",226,"3,297",7,857,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1911,덕정,1,0,"4,058","1,288","9,639","4,649","23,563","10,515","26,875","23,219","13,008","12,452","11,719","8,156","11,174","7,312","11,705","10,010","12,403","6,876","8,724","8,104","13,643","9,500","15,564","13,516","16,788","13,735","15,609","17,342","7,609","19,161","5,261","12,824","4,442","10,781","2,999","8,300","1,609","9,114",202,"1,946",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1912,지행,20,0,"5,175",201,"11,472","3,146","24,937","6,234","29,525","15,313","18,851","9,149","13,358","8,415","12,865","6,976","12,716","8,144","13,094","10,541","9,686","10,083","10,529","12,937","13,240","15,586","13,381","18,575","16,167","26,118","8,170","23,171","7,136","16,409","5,938","12,454","5,010","11,670","2,427","11,149",144,"3,172",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1913,동두천중앙,18,1,"2,333",142,"5,261","2,274","11,330","5,391","11,812","11,527","8,775","6,114","6,747","5,209","7,019","5,842","7,724","5,463","7,902","5,731","6,280","5,643","6,639","6,754","7,521","6,297","7,454","7,090","8,586","9,098","3,342","7,844","2,283","5,724","1,744","4,436","1,039","4,157",386,"3,485",6,"1,344",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1914,보산,27,1,"1,541",29,"2,720","1,473","5,336","3,156","5,009","3,216","4,543","1,991","3,385","1,672","3,567","1,785","3,495","2,191","3,606","2,296","3,053","2,469","3,118","3,176","3,439","3,102","5,548","3,882","3,953","5,449","2,258","5,493","1,576","3,642","1,121","3,152",627,"2,677",258,"1,851",15,"1,074",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1915,동두천,18,0,987,6,"3,106","4,154","5,900","8,816","7,395","7,802","5,999","6,904","4,076","4,606","4,225","3,738","4,110","2,782","4,255","3,728","3,487","3,964","4,645","5,004","5,921","4,449","5,623","5,271","6,606","7,902","3,152","5,198","1,861","3,963","1,036","3,279",773,"3,099",524,"1,884",5,987,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,경원선,1916,소요산,58,0,905,7,"1,055","1,986","6,150","2,776","7,112","4,505","6,759","3,607","7,600","15,140","6,671","17,640","7,968","16,671","11,996","9,800","16,566","9,339","21,048","7,024","17,045","5,524","11,216","5,728","6,194","3,913","2,790","2,764","1,739","1,934","1,113","2,060",420,"1,401",194,914,6,859,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1751,산본,537,8,"9,422","2,078","23,839","6,807","64,638","15,600","62,632","34,076","35,990","26,662","28,662","21,362","26,360","22,854","28,338","28,011","27,236","30,640","26,451","28,834","28,738","32,718","30,981","37,088","33,839","47,279","37,287","69,862","27,092","67,325","20,417","39,256","20,970","30,938","18,230","26,856","7,538","19,508","1,593","8,512",4,819,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1752,대야미,4,0,"2,532",999,"7,498","3,982","18,301","5,131","21,749","8,714","12,420","5,564","8,747","4,687","7,627","4,660","7,369","4,953","8,051","5,250","7,368","5,602","7,719","6,976","8,330","8,909","9,763","10,649","11,055","14,903","5,891","13,320","4,685","9,176","3,108","8,508","2,312","8,355","1,100","5,453",383,"1,967",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1753,반월,5,0,"3,420","1,175","7,233","3,087","17,943","4,630","19,436","8,872","12,964","4,323","9,494","4,208","8,423","4,365","7,987","4,703","8,225","5,673","6,439","6,438","6,119","8,103","7,281","9,975","10,175","11,148","9,308","15,791","5,642","13,238","3,532","9,879","2,787","9,098","1,863","8,126",974,"5,285",305,"2,043",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1754,상록수,476,13,"16,618","3,187","37,459","10,634","86,683","17,914","87,270","32,000","50,501","26,431","36,934","23,231","33,506","18,912","33,870","19,396","31,597","22,483","25,939","24,206","27,021","27,223","32,633","37,540","39,783","48,540","35,095","77,879","22,774","75,226","17,001","47,107","15,907","42,294","10,676","37,889","5,284","24,962","1,217","11,709",0,13,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1755,한대앞,174,1,"6,818",980,"14,820","4,274","32,062","8,303","28,950","21,272","18,394","17,440","14,972","14,409","14,348","9,651","15,550","11,888","14,563","11,573","13,649","11,455","13,968","12,872","17,941","16,596","21,454","21,578","19,862","31,867","11,082","26,936","9,065","18,528","8,445","13,797","7,575","14,233","3,129","9,226",578,"4,261",0,7,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1756,중앙,233,9,"8,853","1,001","25,000","8,901","53,686","16,344","47,166","38,241","28,012","32,860","24,137","22,066","24,620","21,593","28,791","24,680","28,668","29,854","26,360","28,141","29,098","29,396","35,978","36,493","39,363","46,272","39,530","68,510","26,847","60,451","25,932","38,437","26,211","29,540","23,714","25,381","11,129","19,886","2,070","9,326",0,183,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1757,고잔,287,11,"5,109",750,"13,320","5,529","32,388","12,214","23,983","28,395","16,065","17,990","14,400","13,471","13,937","12,640","14,275","12,982","14,320","13,825","13,852","13,478","14,713","12,841","17,961","13,648","23,166","17,680","23,861","24,372","10,925","21,505","8,333","14,098","7,597","10,988","5,709","11,120","2,373","9,336",359,"5,356",4,126,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1758,초지,312,26,"3,012",316,"8,394","4,226","18,823","9,882","15,673","15,991","9,881","14,417","7,110","8,358","7,013","6,084","7,504","6,171","6,855","7,580","6,299","5,436","7,846","6,110","10,518","7,057","12,994","9,563","12,661","13,188","5,750","13,434","3,854","8,619","2,936","7,120","2,242","6,881",843,"4,535",135,"2,425",1,104,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1759,안산,"2,350",6,"14,629",790,"15,807","15,761","27,698","41,703","29,148","36,809","26,188","16,299","21,182","14,649","19,682","16,454","20,498","17,017","20,528","18,117","20,253","17,947","22,476","19,734","25,936","22,525","48,378","29,185","52,046","34,083","26,452","28,702","22,425","20,878","14,516","17,006","6,451","15,550","2,174","8,043",361,"3,938",3,315,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1760,신길온천,14,0,"1,753",46,"3,642","1,302","8,256","3,866","7,101","2,467","3,869","1,342","3,014","1,372","2,671","1,472","2,491","1,568","2,392","1,553","1,941","1,922","2,137","2,494","2,683","2,991","3,775","3,910","3,775","5,531","1,682","4,676","1,222","3,480",849,"2,655",438,"3,005",214,"1,853",54,924,0,69,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1761,정왕,284,2,"6,071",347,"9,887","10,579","18,633","24,487","17,362","32,190","12,646","27,112","11,747","17,395","12,597","13,008","13,228","12,933","14,093","13,175","12,980","12,407","16,240","12,990","22,774","12,603","32,051","16,434","33,565","21,863","17,249","17,661","12,755","13,933","10,364","11,116","6,015","10,694","2,415","7,830",305,"3,241",4,442,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1762,오이도,256,2,"6,967",138,"18,842","8,341","42,789","14,898","37,934","19,123","23,372","10,115","17,677","10,315","16,001","12,698","16,260","12,381","15,350","13,395","13,548","15,094","15,181","17,000","18,379","18,574","24,700","26,156","22,797","34,772","13,912","29,470","9,956","21,405","8,402","18,488","6,730","17,410","2,707","12,909",157,"5,192",2,689,0,0,0,0,2019-12-03 11:43:20
2019-11,안산선,1763,수리산,9,2,"3,222",468,"9,263","1,434","21,600","3,776","20,881","6,642","12,424","3,982","8,633","4,978","8,445","3,797","7,566","3,584","6,511","4,165","5,238","4,240","5,441","5,551","5,807","6,539","5,722","8,182","5,829","12,053","3,201","11,943","2,281","7,442","1,473","6,556","1,191","6,245",682,"5,003",203,"1,545",0,5,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1450,선바위,2,0,"1,409","1,105","7,096","9,063","23,356","23,574","31,489","29,328","22,740","18,169","14,445","9,823","13,022","8,388","13,537","9,169","13,877","9,554","13,438","9,520","13,272","10,780","16,935","12,200","28,759","15,825","37,984","20,694","18,248","16,971","10,937","12,211","9,702","11,303","5,952","11,777","2,059","6,214",251,"2,288",1,0,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1451,경마공원,1,1,304,604,910,"3,683","2,220","6,336","3,502","18,106","2,738","30,079","2,757","39,164","3,571","26,659","5,014","22,007","6,160","21,315","9,249","15,813","13,376","9,581","23,276","5,369","44,508","2,899","77,048","2,489","10,412","2,080","2,717","1,480","1,047","1,348",429,"1,364",194,824,49,357,1,1,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1452,대공원,2,0,35,485,206,"3,281",872,"4,170","1,127","15,278","1,575","28,176","2,407","26,031","6,921","15,302","12,842","11,486","10,850","11,711","12,795","10,227","16,954","6,853","20,322","3,674","20,730","2,052","14,389","1,450","5,661",951,"4,476",578,"2,954",492,755,388,192,202,41,98,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1453,과천,4,0,"1,682","1,237","6,330","13,722","20,064","4,063","21,603","9,507","14,389","5,823","9,581","4,789","9,079","4,256","9,682","4,899","8,931","5,610","8,169","6,535","8,280","7,061","14,765","8,591","15,026","10,629","8,459","14,577","4,266","14,599","2,722","8,933","2,074","9,226","1,479","8,982",573,"6,003",139,"1,797",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1454,정부과천청사,9,3,"1,764","2,565","5,571","14,285","18,683","23,864","19,264","74,638","17,481","30,786","14,256","19,676","14,804","16,180","16,499","12,865","20,787","13,635","25,359","13,568","23,786","14,208","26,108","14,674","36,871","18,475","58,676","25,962","17,964","22,169","13,983","11,079","15,844","9,986","13,409","8,738","3,497","5,678",356,"1,675",1,4,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1455,인덕원,108,2,"9,966","2,110","27,743","12,989","88,615","31,140","87,587","111,634","55,374","45,619","41,655","26,487","36,259","24,226","39,543","25,279","39,764","30,108","33,579","30,949","34,442","34,207","40,958","42,609","56,042","56,822","88,183","86,536","37,248","80,752","28,215","44,738","27,686","42,512","20,254","41,415","8,125","28,845","1,350","11,047",2,0,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1456,평촌,45,2,"4,590","2,518","20,919","9,479","65,972","29,088","58,931","84,699","33,141","37,988","24,972","18,784","22,559","17,586","24,152","17,689","22,815","21,921","22,160","20,629","23,754","20,910","26,856","26,435","40,780","34,142","64,031","53,021","30,226","53,010","22,300","29,022","20,779","24,331","17,230","22,492","6,615","14,013","1,151","6,834",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,과천선,1457,범계,127,17,"8,513","3,653","31,384","12,086","101,037","23,768","93,651","67,636","56,618","51,553","41,610","34,488","40,007","36,212","44,102","38,175","44,111","45,128","41,817","43,693","44,493","45,146","52,187","56,494","59,448","74,337","72,563","106,896","45,849","95,758","46,780","50,241","39,744","39,754","35,094","38,629","14,383","24,291","2,282","10,792",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1023,선릉,44,0,"1,428","1,194","2,136","10,776","4,601","40,759","7,405","148,284","7,197","96,357","7,692","41,495","10,264","27,311","12,195","25,104","14,491","27,640","15,477","21,811","18,489","19,349","27,895","19,782","40,412","26,095","79,847","30,724","34,803","19,838","22,654","9,900","21,573","7,184","19,348","6,461","6,706","4,239",363,996,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1024,한티,22,1,"1,940","1,004","7,142","7,954","22,637","21,054","31,100","47,765","21,059","45,732","16,458","29,190","18,301","23,443","21,876","28,938","24,126","35,867","23,132","26,368","27,006","27,111","33,475","32,399","43,172","43,433","50,301","43,346","33,524","30,629","34,374","17,604","25,823","14,868","32,452","13,578","6,259","9,191",245,"1,130",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1025,도곡,45,2,"1,310","1,106","3,203","5,732","9,511","15,204","15,388","29,717","11,993","22,010","10,101","10,358","10,879","9,804","11,164","9,572","12,176","11,169","12,689","10,385","14,555","10,766","17,498","12,602","21,681","13,792","27,628","16,032","13,675","13,474","9,055","8,353","9,041","7,824","6,157","6,634","1,768","4,874",96,672,0,1,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1026,구룡,7,0,442,451,"1,225","2,360","2,894","8,823","5,337","6,929","4,469","3,065","3,267","1,698","3,567","1,581","3,908","1,848","3,963","2,539","2,607","2,419","3,168","2,509","7,347","2,835","4,662","3,262","5,334","3,856","2,012","3,177","1,162","1,951","1,881","2,019",598,"2,008",188,"1,808",18,219,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1027,개포동,4,0,747,399,"3,130","3,032","9,219","6,138","11,292","9,633","7,811","7,387","6,093","6,615","5,767","4,457","6,823","4,829","6,463","5,784","6,278","5,377","6,677","6,000","8,174","6,890","9,231","8,359","8,389","11,083","5,358","9,342","3,724","6,016","3,606","5,520","3,271","5,677","1,064","3,872",50,523,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1028,대모산입구,12,3,"2,022","1,338","4,000","7,925","10,371","4,055","13,422","9,701","8,398","5,662","6,034","3,929","6,013","3,539","6,292","3,944","5,818","4,374","4,966","4,461","5,449","5,679","8,029","6,024","9,507","6,742","8,695","8,208","3,801","7,044","2,620","4,968","1,858","4,588","1,287","4,946",459,"2,912",37,485,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1030,수서,113,3,"3,385","3,643","7,226","15,005","27,431","28,434","44,875","49,801","30,268","32,540","29,409","21,856","22,720","17,674","27,537","22,918","25,562","23,580","18,304","20,939","27,093","22,449","31,723","30,285","37,466","35,003","49,930","45,911","23,508","36,676","22,487","23,485","16,614","20,738","16,609","18,426","10,886","9,207",237,"1,568",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1031,복정,0,0,0,0,0,0,1,0,4,0,1,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,4,0,2,0,2,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1846,수원,"1,111",3,"4,785",558,"8,907","3,403","27,886","7,938","34,158","13,918","18,760","11,155","11,298","7,255","10,590","7,478","11,341","9,210","11,718","10,165","11,471","8,988","13,038","9,243","16,775","13,863","20,838","16,718","23,635","25,985","17,911","21,899","14,990","11,597","13,794","8,698","12,468","7,759","5,586","4,495",123,"2,250",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1847,서울숲,103,0,"2,358",505,"5,015","10,475","15,096","11,978","25,729","37,083","17,653","27,303","9,648","15,740","9,873","14,914","11,623","15,406","13,047","18,441","14,314","17,618","17,544","18,619","25,633","16,012","32,000","17,742","40,807","24,017","20,481","19,306","12,645","10,650","10,833","9,411","7,364","9,604","2,288","5,074",62,"1,112",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1848,압구정로데오,107,1,"1,997",722,"3,440","9,300","5,773","21,407","9,933","75,249","8,588","97,386","9,052","48,739","13,690","35,524","17,512","32,629","20,779","33,727","25,273","31,159","31,873","30,166","39,249","29,635","53,898","37,465","85,109","45,338","63,044","31,077","52,160","11,952","36,653","8,011","27,685","6,866","11,349","3,602",403,758,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1849,강남구청,30,1,"1,258",554,"2,840","4,726","7,607","13,901","12,225","57,458","10,518","45,037","9,570","22,533","10,633","16,417","11,999","16,700","14,494","18,226","15,067","17,234","17,396","16,808","18,537","17,497","26,971","20,172","54,382","24,142","29,287","17,929","16,981","9,401","15,306","7,512","11,107","7,063","4,574","4,428",138,"1,025",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1850,선정릉,27,0,"1,106",814,"2,354","4,271","5,123","11,314","9,376","54,386","7,599","46,423","6,608","19,816","8,490","13,596","11,508","11,357","11,727","11,773","12,926","10,609","13,037","10,130","15,414","9,814","22,804","12,007","48,018","13,857","26,264","9,612","13,635","5,364","12,743","4,766","9,086","4,489","3,388","3,046",147,729,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1851,가천대,37,2,"5,437",844,"7,245","4,099","18,934","8,548","28,836","41,386","17,136","46,525","14,681","34,565","12,939","14,775","19,141","24,048","18,981","19,373","23,619","16,809","26,300","13,959","38,764","17,882","36,850","20,356","22,795","27,463","20,117","24,601","13,127","17,249","11,683","17,859","9,497","18,795","6,268","14,420",326,"2,428",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1852,태평,200,9,"16,776","2,582","22,278","6,249","45,440","8,851","71,307","18,433","46,784","13,900","27,238","12,648","22,329","14,159","23,270","15,815","22,839","18,345","20,417","19,254","19,631","27,689","20,192","29,584","21,734","38,072","22,665","53,494","13,071","43,523","9,969","29,244","8,425","31,389","6,076","28,759","2,663","16,632",223,"2,759",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1853,모란,415,11,"15,545","3,121","23,500","12,285","61,278","22,979","82,894","39,136","59,721","34,196","38,989","30,702","36,703","33,588","40,790","36,224","42,057","39,454","39,463","37,683","39,200","46,043","43,338","48,741","45,072","54,628","47,513","75,590","28,260","63,687","20,002","42,669","20,027","40,550","15,795","34,258","8,374","24,147",745,"3,514",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,분당선,1854,야탑,280,6,"8,110","3,703","20,245","18,085","60,147","41,037","80,691","107,154","53,845","65,952","43,519","45,090","44,820","43,748","47,597","47,479","49,214","48,646","48,971","53,108","52,694","49,630","60,814","59,150","71,727","68,740","98,756","92,670","56,219","76,220","42,221","46,102","39,685","38,287","30,062","36,486","12,562","22,610",968,"4,977",0,0,0,0,0,0,2019-12-03 11:43:20
